Unnamed: 0,timestamp,pressure,flow
0,2024-12-24T14:30:44.000Z,0.02521002215142444,0.0
1,2024-12-24T14:30:45.000Z,0.011787620946901771,0.0
2,2024-12-24T14:30:46.000Z,0.03408691950139514,0.011567454618936525
3,2024-12-24T14:30:47.000Z,0.018032186353407025,0.0
4,2024-12-24T14:30:48.000Z,0.024161759670463252,0.0
5,2024-12-24T14:30:49.000Z,0.01798600592679538,0.0008542164670662822
6,2024-12-24T14:30:50.000Z,0.016905213750163545,0.0
7,2024-12-24T14:30:51.000Z,0.015093599930510215,0.0
8,2024-12-24T14:30:52.000Z,0.027932397723479527,0.004824824440719355
9,2024-12-24T14:30:53.000Z,0.027644057728012303,0.0
10,2024-12-24T14:31:15.000Z,0.01769531256684826,0.0
11,2024-12-24T14:31:16.000Z,0.01902054901502336,0.0
12,2024-12-24T14:31:17.000Z,0.019794279966936692,0.0064965432605019495
13,2024-12-24T14:31:18.000Z,0.027201172405423395,0.0013679202894020474
14,2024-12-24T14:31:19.000Z,0.015861212709268442,0.0147474782459544
15,2024-12-24T14:31:20.000Z,0.01757014243074742,0.00781009181646371
16,2024-12-24T14:31:21.000Z,0.01557482325985283,0.0060320026134310116
17,2024-12-24T14:31:22.000Z,0.01002793518571822,0.0
18,2024-12-24T14:31:23.000Z,0.016107079072343343,0.0036282547979497597
19,2024-12-24T14:31:24.000Z,0.023303431533691982,0.0
20,2024-12-24T14:31:25.000Z,0.015872566362829,0.0
21,2024-12-24T14:31:26.000Z,0.07250661385647925,0.38868847320494093
22,2024-12-24T14:31:27.000Z,0.13566860242971784,0.7684896267620618
23,2024-12-24T14:31:28.000Z,0.19376024215898954,0.5312012790248717
24,2024-12-24T14:31:29.000Z,0.3063443820124737,0.23938705133351268
25,2024-12-24T14:31:30.000Z,0.32452180237145667,0.06501409489278762
26,2024-12-24T14:31:31.000Z,0.32708807972930215,0.03082234439085708
27,2024-12-24T14:31:32.000Z,0.3336067003408306,0.02971245742779907
28,2024-12-24T14:31:33.000Z,0.3370256645290842,0.024543873529835714
29,2024-12-24T14:31:34.000Z,0.3423200574928975,0.0065846654648558794
30,2024-12-24T14:31:35.000Z,0.35543066555433944,0.017063196470201363
31,2024-12-24T14:31:36.000Z,0.3357206570543674,0.012030612702993364
32,2024-12-24T14:31:37.000Z,0.3408652009763898,0.02489594765585457
33,2024-12-24T14:31:38.000Z,0.3455488598397098,0.018836541789856755
34,2024-12-24T14:31:39.000Z,0.3375543356063671,0.024387512361137113
35,2024-12-24T14:31:40.000Z,0.33743098974161545,0.0030343194917837827
36,2024-12-24T14:31:41.000Z,0.33044684095465143,0.010907093314878491
37,2024-12-24T14:31:42.000Z,0.3530349200073793,0.024823076533164096
38,2024-12-24T14:31:43.000Z,0.3419903429881821,0.013330017408087534
39,2024-12-24T14:31:44.000Z,0.35259580750604425,0.00874222102503108
40,2024-12-24T14:31:45.000Z,0.36053421962666177,0.010827810741495265
41,2024-12-24T14:31:46.000Z,0.3482674474184262,0.011586588600785246
42,2024-12-24T14:31:47.000Z,0.3577495604004719,0.011037299477832887
43,2024-12-24T14:31:48.000Z,0.3536193804696964,0.008337773068419128
44,2024-12-24T14:31:49.000Z,0.35437397438894225,0.0116266092763459
45,2024-12-24T14:31:50.000Z,0.35900093876672756,0.004765778696445351
46,2024-12-24T14:31:51.000Z,0.3592414442254503,0.009260630697006108
47,2024-12-24T14:31:52.000Z,0.35245029205778305,0.011672708534745497
48,2024-12-24T14:31:53.000Z,0.35864218922389085,0.002869893368558486
49,2024-12-24T14:31:54.000Z,0.36295176153561787,0.001556936291771691
50,2024-12-24T14:31:55.000Z,0.35066424144470937,0.010767042030884237
51,2024-12-24T14:31:56.000Z,0.3547802309255139,0.0
52,2024-12-24T14:31:57.000Z,0.3593605140989125,0.0022829165489433967
53,2024-12-24T14:31:58.000Z,0.3692543795850096,0.0
54,2024-12-24T14:31:59.000Z,0.3716758143171385,0.004872377697889726
55,2024-12-24T14:32:00.000Z,0.35484267357476396,0.0
56,2024-12-24T14:32:01.000Z,0.35959978510082713,0.010138564830342551
57,2024-12-24T14:32:02.000Z,0.3544253645747146,0.004010947354471188
58,2024-12-24T14:32:03.000Z,0.3515386839465517,0.0
59,2024-12-24T14:32:04.000Z,0.34900110884277796,0.003966241407570127
60,2024-12-24T14:32:05.000Z,0.3636828377814005,0.0008329837285345593
61,2024-12-24T14:32:06.000Z,0.3604111678949649,0.003433511753492069
62,2024-12-24T14:32:07.000Z,0.36148292732104476,0.008312240520586994
63,2024-12-24T14:32:08.000Z,0.3632782490718278,0.0
64,2024-12-24T14:32:09.000Z,0.3626946701043267,0.0070476714145245554
65,2024-12-24T14:32:10.000Z,0.36633461881685453,0.0
66,2024-12-24T14:32:11.000Z,0.34968090505805466,0.0
67,2024-12-24T14:32:12.000Z,0.3626241828731841,0.0
68,2024-12-24T14:32:13.000Z,0.3532462869012771,0.0024962266803346457
69,2024-12-24T14:32:14.000Z,0.35239194231279014,0.009619161994730842
70,2024-12-24T14:32:15.000Z,0.36899622476953037,0.0005386837074219516
71,2024-12-24T14:32:16.000Z,0.3539980908491387,0.005235232029174481
72,2024-12-24T14:32:17.000Z,0.35891167955210856,0.005681504569035326
73,2024-12-24T14:32:18.000Z,0.3592331590472903,0.0
74,2024-12-24T14:32:19.000Z,0.3518979257992025,0.011762128960742635
75,2024-12-24T14:32:20.000Z,0.35507990664463435,0.0013037108840602313
76,2024-12-24T14:32:21.000Z,0.3490750735335808,0.001932431370735439
77,2024-12-24T14:32:22.000Z,0.351504734612058,0.0
78,2024-12-24T14:32:23.000Z,0.3606090471397048,0.0007806882008319961
79,2024-12-24T14:32:24.000Z,0.3567751815344953,0.0002604994463664875
80,2024-12-24T14:32:25.000Z,0.3569066900123129,0.016579826937943246
81,2024-12-24T14:32:26.000Z,0.3333833852324923,0.006521987683559409
82,2024-12-24T14:32:27.000Z,0.33902146984126164,0.00505007497108675
83,2024-12-24T14:32:28.000Z,0.3404312982686967,0.0019967076744817932
84,2024-12-24T14:32:29.000Z,0.3355704408144675,0.0020604944999827878
85,2024-12-24T14:32:30.000Z,0.3429556651113908,0.0
86,2024-12-24T14:32:31.000Z,0.3358409616594195,0.0037095846058821727
87,2024-12-24T14:32:32.000Z,0.33853654287918666,0.0
88,2024-12-24T14:32:33.000Z,0.32616319283834255,0.0
